,Lat,Long,Incidents
0,43.587996389338244,-79.54737856485148,0
1,43.587996389338244,-79.5449046391089,0
2,43.587996389338244,-79.53748286188119,0
3,43.587996389338244,-79.53500893613861,0
4,43.587996389338244,-79.53253501039603,0
5,43.58980236801471,-79.54737856485148,0
6,43.58980236801471,-79.53748286188119,0
7,43.58980236801471,-79.53500893613861,0
8,43.58980236801471,-79.53006108465347,0
9,43.58980236801471,-79.52263930742573,0
10,43.59160834669117,-79.5449046391089,0
11,43.59160834669117,-79.53500893613861,0
12,43.59160834669117,-79.53253501039603,0
13,43.59160834669117,-79.53006108465347,0
14,43.59160834669117,-79.52758715891089,0
15,43.59160834669117,-79.52511323316831,0
16,43.59160834669117,-79.52263930742573,0
17,43.593414325367654,-79.54243071336633,0
18,43.593414325367654,-79.53500893613861,0
19,43.593414325367654,-79.53253501039603,0
20,43.593414325367654,-79.5176914559406,0
21,43.59522030404411,-79.53006108465347,0
22,43.59522030404411,-79.52511323316831,0
23,43.59522030404411,-79.52263930742573,0
24,43.59702628272059,-79.53253501039603,0
25,43.59702628272059,-79.52263930742573,0
26,43.59702628272059,-79.52016538168317,0
27,43.59702628272059,-79.5176914559406,0
28,43.59702628272059,-79.51026967871287,0
29,43.59702628272059,-79.5077957529703,0
30,43.59702628272059,-79.50532182722772,0
31,43.598832261397064,-79.51521753019802,0
32,43.598832261397064,-79.51274360445544,0
33,43.598832261397064,-79.5077957529703,0
34,43.60063824007353,-79.54737856485148,0
35,43.60063824007353,-79.5449046391089,0
36,43.60063824007353,-79.52511323316831,0
37,43.60063824007353,-79.52016538168317,0
38,43.60063824007353,-79.5176914559406,0
39,43.60063824007353,-79.51026967871287,0
40,43.60063824007353,-79.50532182722772,0
41,43.60063824007353,-79.50284790148514,0
42,43.60063824007353,-79.49790005,0
43,43.60244421875,-79.53748286188119,0
44,43.60244421875,-79.5077957529703,0
45,43.60244421875,-79.50532182722772,0
46,43.60244421875,-79.50037397574258,0
47,43.60244421875,-79.49542612425742,0
48,43.60425019742648,-79.5548003420792,0
49,43.60425019742648,-79.5449046391089,0
50,43.60605617610293,-79.54737856485148,0
51,43.60605617610293,-79.53253501039603,0
52,43.60605617610293,-79.52263930742573,0
53,43.607862154779404,-79.56222211930692,0
54,43.607862154779404,-79.53748286188119,0
55,43.607862154779404,-79.49790005,0
56,43.607862154779404,-79.49295219851486,0
57,43.609668133455884,-79.55232641633663,0
58,43.609668133455884,-79.54985249059406,0
59,43.609668133455884,-79.52758715891089,0
60,43.609668133455884,-79.49790005,0
61,43.609668133455884,-79.49047827277228,0
62,43.611474112132356,-79.49790005,0
63,43.611474112132356,-79.49542612425742,0
64,43.61328009080882,-79.55727426782178,0
65,43.61328009080882,-79.51026967871287,0
66,43.61328009080882,-79.50532182722772,0
